"","Fecha_I","Hora_I","Des-I","Emp-I","Fecha_O","Hora_O","Des-O","Emp-O","DIA","MES","DIANOM","OPERA","SIGLADES","temporada_alta","diff_min","periodo_dia","atraso_15"
"8439","2017-08-06","5:18:00","MPTO","CMP","2017-08-06","5:10:00","MPTO","CMP",6,8,"Domingo","Copa Air","Ciudad de Panama",0,8,"mañana",0
"8440","2017-08-07","5:18:00","MPTO","CMP","2017-08-07","5:19:00","MPTO","CMP",7,8,"Lunes","Copa Air","Ciudad de Panama",0,1,"mañana",0
"8441","2017-08-08","5:18:00","MPTO","CMP","2017-08-08","5:20:00","MPTO","CMP",8,8,"Martes","Copa Air","Ciudad de Panama",0,2,"mañana",0
"8442","2017-08-09","5:18:00","MPTO","CMP","2017-08-09","5:14:00","MPTO","CMP",9,8,"Miercoles","Copa Air","Ciudad de Panama",0,4,"mañana",0
"8443","2017-08-10","5:18:00","MPTO","CMP","2017-08-10","5:53:00","MPTO","CMP",10,8,"Jueves","Copa Air","Ciudad de Panama",0,35,"mañana",1
"8444","2017-08-11","5:18:00","MPTO","CMP","2017-08-11","5:12:00","MPTO","CMP",11,8,"Viernes","Copa Air","Ciudad de Panama",0,6,"mañana",0
"8445","2017-08-12","5:18:00","MPTO","CMP","2017-08-12","5:22:00","MPTO","CMP",12,8,"Sabado","Copa Air","Ciudad de Panama",0,4,"mañana",0
"8446","2017-08-13","6:18:00","MPTO","CMP","2017-08-13","7:23:00","MPTO","CMP",13,8,"Domingo","Copa Air","Ciudad de Panama",0,65,"mañana",1
"8447","2017-08-01","0:36:00","MPTO","CMP","2017-08-01","0:37:00","MPTO","CMP",1,8,"Martes","Copa Air","Ciudad de Panama",0,1,"noche",0
"8448","2017-08-02","0:36:00","MPTO","CMP","2017-08-02","0:32:00","MPTO","CMP",2,8,"Miercoles","Copa Air","Ciudad de Panama",0,4,"noche",0
"8449","2017-08-03","0:36:00","MPTO","CMP","2017-08-03","0:29:00","MPTO","CMP",3,8,"Jueves","Copa Air","Ciudad de Panama",0,7,"noche",0
"8450","2017-08-04","0:36:00","MPTO","CMP","2017-08-04","0:31:00","MPTO","CMP",4,8,"Viernes","Copa Air","Ciudad de Panama",0,5,"noche",0
"8451","2017-08-05","0:36:00","MPTO","CMP","2017-08-05","0:33:00","MPTO","CMP",5,8,"Sabado","Copa Air","Ciudad de Panama",0,3,"noche",0
"8452","2017-08-06","0:36:00","MPTO","CMP","2017-08-06","0:32:00","MPTO","CMP",6,8,"Domingo","Copa Air","Ciudad de Panama",0,4,"noche",0
"8453","2017-08-07","0:36:00","MPTO","CMP","2017-08-07","0:22:00","MPTO","CMP",7,8,"Lunes","Copa Air","Ciudad de Panama",0,14,"noche",0
"8454","2017-08-08","0:36:00","MPTO","CMP","2017-08-08","0:30:00","MPTO","CMP",8,8,"Martes","Copa Air","Ciudad de Panama",0,6,"noche",0
"8455","2017-08-09","0:36:00","MPTO","CMP","2017-08-09","0:31:00","MPTO","CMP",9,8,"Miercoles","Copa Air","Ciudad de Panama",0,5,"noche",0
"8456","2017-08-10","0:36:00","MPTO","CMP","2017-08-10","0:31:00","MPTO","CMP",10,8,"Jueves","Copa Air","Ciudad de Panama",0,5,"noche",0
"8457","2017-08-11","0:36:00","MPTO","CMP","2017-08-11","0:36:00","MPTO","CMP",11,8,"Viernes","Copa Air","Ciudad de Panama",0,0,"noche",0
"8458","2017-08-12","0:36:00","MPTO","CMP","2017-08-12","0:40:00","MPTO","CMP",12,8,"Sabado","Copa Air","Ciudad de Panama",0,4,"noche",0
"8459","2017-08-13","1:36:00","MPTO","CMP","2017-08-13","1:30:00","MPTO","CMP",13,8,"Domingo","Copa Air","Ciudad de Panama",0,6,"noche",0
"8460","2017-08-14","1:36:00","MPTO","CMP","2017-08-14","1:33:00","MPTO","CMP",14,8,"Lunes","Copa Air","Ciudad de Panama",0,3,"noche",0
"8461","2017-08-15","1:36:00","MPTO","CMP","2017-08-15","1:30:00","MPTO","CMP",15,8,"Martes","Copa Air","Ciudad de Panama",0,6,"noche",0
"8462","2017-08-16","1:36:00","MPTO","CMP","2017-08-16","2:20:00","MPTO","CMP",16,8,"Miercoles","Copa Air","Ciudad de Panama",0,44,"noche",1
"8463","2017-08-17","1:36:00","MPTO","CMP","2017-08-17","1:42:00","MPTO","CMP",17,8,"Jueves","Copa Air","Ciudad de Panama",0,6,"noche",0
"8464","2017-08-18","1:36:00","MPTO","CMP","2017-08-18","1:30:00","MPTO","CMP",18,8,"Viernes","Copa Air","Ciudad de Panama",0,6,"noche",0
"8465","2017-08-19","1:36:00","MPTO","CMP","2017-08-19","1:36:00","MPTO","CMP",19,8,"Sabado","Copa Air","Ciudad de Panama",0,0,"noche",0
"8466","2017-08-20","1:36:00","MPTO","CMP","2017-08-20","2:03:00","MPTO","CMP",20,8,"Domingo","Copa Air","Ciudad de Panama",0,27,"noche",1
"8467","2017-08-21","1:36:00","MPTO","CMP","2017-08-21","1:26:00","MPTO","CMP",21,8,"Lunes","Copa Air","Ciudad de Panama",0,10,"noche",0
"8468","2017-08-22","1:36:00","MPTO","CMP","2017-08-22","1:35:00","MPTO","CMP",22,8,"Martes","Copa Air","Ciudad de Panama",0,1,"noche",0
"8469","2017-08-23","1:36:00","MPTO","CMP","2017-08-23","1:30:00","MPTO","CMP",23,8,"Miercoles","Copa Air","Ciudad de Panama",0,6,"noche",0
"8470","2017-08-24","1:36:00","MPTO","CMP","2017-08-24","2:05:00","MPTO","CMP",24,8,"Jueves","Copa Air","Ciudad de Panama",0,29,"noche",1
"8471","2017-08-25","1:36:00","MPTO","CMP","2017-08-25","1:38:00","MPTO","CMP",25,8,"Viernes","Copa Air","Ciudad de Panama",0,2,"noche",0
"8472","2017-08-26","1:36:00","MPTO","CMP","2017-08-26","1:30:00","MPTO","CMP",26,8,"Sabado","Copa Air","Ciudad de Panama",0,6,"noche",0
"8473","2017-08-27","1:36:00","MPTO","CMP","2017-08-27","1:34:00","MPTO","CMP",27,8,"Domingo","Copa Air","Ciudad de Panama",0,2,"noche",0
"8474","2017-08-28","1:36:00","MPTO","CMP","2017-08-28","1:40:00","MPTO","CMP",28,8,"Lunes","Copa Air","Ciudad de Panama",0,4,"noche",0
"8475","2017-08-29","1:36:00","MPTO","CMP","2017-08-29","1:28:00","MPTO","CMP",29,8,"Martes","Copa Air","Ciudad de Panama",0,8,"noche",0
"8476","2017-08-30","1:36:00","MPTO","CMP","2017-08-30","1:31:00","MPTO","CMP",30,8,"Miercoles","Copa Air","Ciudad de Panama",0,5,"noche",0
"8477","2017-08-31","1:36:00","MPTO","CMP","2017-08-31","1:25:00","MPTO","CMP",31,8,"Jueves","Copa Air","Ciudad de Panama",0,11,"noche",0
"8478","2017-08-01","0:41:00","MPTO","CMP","2017-08-01","0:30:00","MPTO","CMP",1,8,"Martes","Copa Air","Ciudad de Panama",0,11,"noche",0
"8479","2017-08-02","0:41:00","MPTO","CMP","2017-08-02","0:46:00","MPTO","CMP",2,8,"Miercoles","Copa Air","Ciudad de Panama",0,5,"noche",0
"8480","2017-08-03","0:41:00","MPTO","CMP","2017-08-03","0:36:00","MPTO","CMP",3,8,"Jueves","Copa Air","Ciudad de Panama",0,5,"noche",0
"8481","2017-08-04","0:41:00","MPTO","CMP","2017-08-04","0:40:00","MPTO","CMP",4,8,"Viernes","Copa Air","Ciudad de Panama",0,1,"noche",0
"8482","2017-08-05","0:41:00","MPTO","CMP","2017-08-05","0:45:00","MPTO","CMP",5,8,"Sabado","Copa Air","Ciudad de Panama",0,4,"noche",0
"8483","2017-08-06","0:41:00","MPTO","CMP","2017-08-06","0:51:00","MPTO","CMP",6,8,"Domingo","Copa Air","Ciudad de Panama",0,10,"noche",0
"8484","2017-08-07","0:41:00","MPTO","CMP","2017-08-07","0:33:00","MPTO","CMP",7,8,"Lunes","Copa Air","Ciudad de Panama",0,8,"noche",0
"8485","2017-08-08","0:41:00","MPTO","CMP","2017-08-08","0:33:00","MPTO","CMP",8,8,"Martes","Copa Air","Ciudad de Panama",0,8,"noche",0
"8486","2017-08-09","0:41:00","MPTO","CMP","2017-08-09","0:51:00","MPTO","CMP",9,8,"Miercoles","Copa Air","Ciudad de Panama",0,10,"noche",0
"8487","2017-08-10","0:41:00","MPTO","CMP","2017-08-10","0:44:00","MPTO","CMP",10,8,"Jueves","Copa Air","Ciudad de Panama",0,3,"noche",0
"8488","2017-08-11","0:41:00","MPTO","CMP","2017-08-11","0:50:00","MPTO","CMP",11,8,"Viernes","Copa Air","Ciudad de Panama",0,9,"noche",0
"8489","2017-08-12","0:41:00","MPTO","CMP","2017-08-12","0:40:00","MPTO","CMP",12,8,"Sabado","Copa Air","Ciudad de Panama",0,1,"noche",0
"8490","2017-08-13","1:41:00","MPTO","CMP","2017-08-13","1:47:00","MPTO","CMP",13,8,"Domingo","Copa Air","Ciudad de Panama",0,6,"noche",0
"8491","2017-08-14","1:41:00","MPTO","CMP","2017-08-14","1:40:00","MPTO","CMP",14,8,"Lunes","Copa Air","Ciudad de Panama",0,1,"noche",0
"8492","2017-08-15","1:41:00","MPTO","CMP","2017-08-15","3:40:00","MPTO","CMP",15,8,"Martes","Copa Air","Ciudad de Panama",0,119,"noche",1
"8493","2017-08-16","1:41:00","MPTO","CMP","2017-08-16","2:00:00","MPTO","CMP",16,8,"Miercoles","Copa Air","Ciudad de Panama",0,19,"noche",1
"8494","2017-08-17","1:41:00","MPTO","CMP","2017-08-17","2:02:00","MPTO","CMP",17,8,"Jueves","Copa Air","Ciudad de Panama",0,21,"noche",1
"8495","2017-08-18","1:41:00","MPTO","CMP","2017-08-18","1:34:00","MPTO","CMP",18,8,"Viernes","Copa Air","Ciudad de Panama",0,7,"noche",0
"8496","2017-08-19","1:41:00","MPTO","CMP","2017-08-19","1:59:00","MPTO","CMP",19,8,"Sabado","Copa Air","Ciudad de Panama",0,18,"noche",1
"8497","2017-08-20","1:41:00","MPTO","CMP","2017-08-20","1:49:00","MPTO","CMP",20,8,"Domingo","Copa Air","Ciudad de Panama",0,8,"noche",0
"8498","2017-08-21","1:41:00","MPTO","CMP","2017-08-21","2:16:00","MPTO","CMP",21,8,"Lunes","Copa Air","Ciudad de Panama",0,35,"noche",1
"8499","2017-08-22","1:41:00","MPTO","CMP","2017-08-22","1:47:00","MPTO","CMP",22,8,"Martes","Copa Air","Ciudad de Panama",0,6,"noche",0
"8500","2017-08-23","1:41:00","MPTO","CMP","2017-08-23","1:38:00","MPTO","CMP",23,8,"Miercoles","Copa Air","Ciudad de Panama",0,3,"noche",0
"8501","2017-08-24","1:41:00","MPTO","CMP","2017-08-24","1:40:00","MPTO","CMP",24,8,"Jueves","Copa Air","Ciudad de Panama",0,1,"noche",0
"8502","2017-08-25","1:41:00","MPTO","CMP","2017-08-25","1:46:00","MPTO","CMP",25,8,"Viernes","Copa Air","Ciudad de Panama",0,5,"noche",0
"8503","2017-08-26","1:41:00","MPTO","CMP","2017-08-26","1:41:00","MPTO","CMP",26,8,"Sabado","Copa Air","Ciudad de Panama",0,0,"noche",0
"8504","2017-08-27","1:41:00","MPTO","CMP","2017-08-27","1:30:00","MPTO","CMP",27,8,"Domingo","Copa Air","Ciudad de Panama",0,11,"noche",0
"8505","2017-08-28","1:41:00","MPTO","CMP","2017-08-28","2:07:00","MPTO","CMP",28,8,"Lunes","Copa Air","Ciudad de Panama",0,26,"noche",1
"8506","2017-08-29","1:41:00","MPTO","CMP","2017-08-29","1:38:00","MPTO","CMP",29,8,"Martes","Copa Air","Ciudad de Panama",0,3,"noche",0
"8507","2017-08-30","1:41:00","MPTO","CMP","2017-08-30","1:35:00","MPTO","CMP",30,8,"Miercoles","Copa Air","Ciudad de Panama",0,6,"noche",0
"8508","2017-08-31","1:41:00","MPTO","CMP","2017-08-31","1:50:00","MPTO","CMP",31,8,"Jueves","Copa Air","Ciudad de Panama",0,9,"noche",0
"8509","2017-08-01","19:40:00","KATL","DAL","2017-08-01","19:38:00","KATL","DAL",1,8,"Martes","Delta Air","Atlanta",0,2,"noche",0
"8510","2017-08-02","19:40:00","KATL","DAL","2017-08-02","19:38:00","KATL","DAL",2,8,"Miercoles","Delta Air","Atlanta",0,2,"noche",0
"8511","2017-08-03","19:40:00","KATL","DAL","2017-08-03","19:41:00","KATL","DAL",3,8,"Jueves","Delta Air","Atlanta",0,1,"noche",0
"8512","2017-08-04","19:40:00","KATL","DAL","2017-08-04","19:41:00","KATL","DAL",4,8,"Viernes","Delta Air","Atlanta",0,1,"noche",0
"8513","2017-08-05","19:40:00","KATL","DAL","2017-08-05","19:36:00","KATL","DAL",5,8,"Sabado","Delta Air","Atlanta",0,4,"noche",0
"8514","2017-08-06","19:40:00","KATL","DAL","2017-08-06","19:42:00","KATL","DAL",6,8,"Domingo","Delta Air","Atlanta",0,2,"noche",0
"8515","2017-08-07","19:40:00","KATL","DAL","2017-08-07","19:32:00","KATL","DAL",7,8,"Lunes","Delta Air","Atlanta",0,8,"noche",0
"8516","2017-08-08","19:40:00","KATL","DAL","2017-08-08","19:34:00","KATL","DAL",8,8,"Martes","Delta Air","Atlanta",0,6,"noche",0
"8517","2017-08-09","19:40:00","KATL","DAL","2017-08-09","19:48:00","KATL","DAL",9,8,"Miercoles","Delta Air","Atlanta",0,8,"noche",0
"8518","2017-08-10","19:40:00","KATL","DAL","2017-08-10","19:40:00","KATL","DAL",10,8,"Jueves","Delta Air","Atlanta",0,0,"noche",0
"8519","2017-08-11","19:40:00","KATL","DAL","2017-08-11","19:40:00","KATL","DAL",11,8,"Viernes","Delta Air","Atlanta",0,0,"noche",0
"8520","2017-08-12","19:40:00","KATL","DAL","2017-08-12","19:34:00","KATL","DAL",12,8,"Sabado","Delta Air","Atlanta",0,6,"noche",0
"8521","2017-08-13","20:40:00","KATL","DAL","2017-08-13","20:43:00","KATL","DAL",13,8,"Domingo","Delta Air","Atlanta",0,3,"noche",0
"8522","2017-08-14","20:40:00","KATL","DAL","2017-08-14","20:40:00","KATL","DAL",14,8,"Lunes","Delta Air","Atlanta",0,0,"noche",0
"8523","2017-08-15","20:40:00","KATL","DAL","2017-08-15","20:44:00","KATL","DAL",15,8,"Martes","Delta Air","Atlanta",0,4,"noche",0
"8524","2017-08-16","20:40:00","KATL","DAL","2017-08-16","20:34:00","KATL","DAL",16,8,"Miercoles","Delta Air","Atlanta",0,6,"noche",0
"8525","2017-08-17","20:40:00","KATL","DAL","2017-08-17","20:41:00","KATL","DAL",17,8,"Jueves","Delta Air","Atlanta",0,1,"noche",0
"8526","2017-08-18","20:40:00","KATL","DAL","2017-08-18","20:35:00","KATL","DAL",18,8,"Viernes","Delta Air","Atlanta",0,5,"noche",0
"8527","2017-08-19","20:40:00","KATL","DAL","2017-08-19","20:37:00","KATL","DAL",19,8,"Sabado","Delta Air","Atlanta",0,3,"noche",0
"8528","2017-08-20","20:40:00","KATL","DAL","2017-08-20","20:44:00","KATL","DAL",20,8,"Domingo","Delta Air","Atlanta",0,4,"noche",0
"8529","2017-08-21","20:40:00","KATL","DAL","2017-08-21","20:42:00","KATL","DAL",21,8,"Lunes","Delta Air","Atlanta",0,2,"noche",0
"8530","2017-08-22","20:40:00","KATL","DAL","2017-08-22","20:32:00","KATL","DAL",22,8,"Martes","Delta Air","Atlanta",0,8,"noche",0
"8531","2017-08-23","20:40:00","KATL","DAL","2017-08-23","20:38:00","KATL","DAL",23,8,"Miercoles","Delta Air","Atlanta",0,2,"noche",0
"8532","2017-08-24","20:40:00","KATL","DAL","2017-08-24","20:38:00","KATL","DAL",24,8,"Jueves","Delta Air","Atlanta",0,2,"noche",0
"8533","2017-08-25","20:40:00","KATL","DAL","2017-08-25","20:32:00","KATL","DAL",25,8,"Viernes","Delta Air","Atlanta",0,8,"noche",0
"8534","2017-08-26","20:40:00","KATL","DAL","2017-08-26","20:35:00","KATL","DAL",26,8,"Sabado","Delta Air","Atlanta",0,5,"noche",0
"8535","2017-08-27","20:40:00","KATL","DAL","2017-08-27","20:40:00","KATL","DAL",27,8,"Domingo","Delta Air","Atlanta",0,0,"noche",0
"8536","2017-08-28","20:40:00","KATL","DAL","2017-08-28","21:04:00","KATL","DAL",28,8,"Lunes","Delta Air","Atlanta",0,24,"noche",1
"8537","2017-08-29","20:40:00","KATL","DAL","2017-08-29","20:40:00","KATL","DAL",29,8,"Martes","Delta Air","Atlanta",0,0,"noche",0
"8538","2017-08-30","20:40:00","KATL","DAL","2017-08-30","20:36:00","KATL","DAL",30,8,"Miercoles","Delta Air","Atlanta",0,4,"noche",0
"8539","2017-08-31","20:40:00","KATL","DAL","2017-08-31","20:47:00","KATL","DAL",31,8,"Jueves","Delta Air","Atlanta",0,7,"noche",0
"8540","2017-08-01","6:10:00","SBGR","GLO","2017-08-01","5:59:00","SBGR","GLO",1,8,"Martes","Gol Trans","Sao Paulo",0,11,"mañana",0
"8541","2017-08-02","6:10:00","SBGR","GLO","2017-08-02","6:06:00","SBGR","GLO",2,8,"Miercoles","Gol Trans","Sao Paulo",0,4,"mañana",0
"8542","2017-08-03","6:10:00","SBGR","GLO","2017-08-03","5:58:00","SBGR","GLO",3,8,"Jueves","Gol Trans","Sao Paulo",0,12,"mañana",0
"8543","2017-08-04","6:10:00","SBGR","GLO","2017-08-04","6:01:00","SBGR","GLO",4,8,"Viernes","Gol Trans","Sao Paulo",0,9,"mañana",0
"8544","2017-08-05","6:10:00","SBGR","GLO","2017-08-05","6:02:00","SBGR","GLO",5,8,"Sabado","Gol Trans","Sao Paulo",0,8,"mañana",0
"8545","2017-08-06","6:10:00","SBGR","GLO","2017-08-06","6:10:00","SBGR","GLO",6,8,"Domingo","Gol Trans","Sao Paulo",0,0,"mañana",0
"8546","2017-08-07","6:10:00","SBGR","GLO","2017-08-07","6:00:00","SBGR","GLO",7,8,"Lunes","Gol Trans","Sao Paulo",0,10,"mañana",0
"8547","2017-08-08","6:10:00","SBGR","GLO","2017-08-08","5:59:00","SBGR","GLO",8,8,"Martes","Gol Trans","Sao Paulo",0,11,"mañana",0
"8548","2017-08-09","6:10:00","SBGR","GLO","2017-08-09","5:58:00","SBGR","GLO",9,8,"Miercoles","Gol Trans","Sao Paulo",0,12,"mañana",0
"8549","2017-08-10","6:10:00","SBGR","GLO","2017-08-10","6:59:00","SBGR","GLO",10,8,"Jueves","Gol Trans","Sao Paulo",0,49,"mañana",1
"8550","2017-08-11","6:10:00","SBGR","GLO","2017-08-11","6:08:00","SBGR","GLO",11,8,"Viernes","Gol Trans","Sao Paulo",0,2,"mañana",0
"8551","2017-08-12","6:10:00","SBGR","GLO","2017-08-12","6:10:00","SBGR","GLO",12,8,"Sabado","Gol Trans","Sao Paulo",0,0,"mañana",0
"8552","2017-08-13","7:10:00","SBGR","GLO","2017-08-13","7:01:00","SBGR","GLO",13,8,"Domingo","Gol Trans","Sao Paulo",0,9,"mañana",0
"8553","2017-08-15","7:10:00","SBGR","GLO","2017-08-15","7:00:00","SBGR","GLO",15,8,"Martes","Gol Trans","Sao Paulo",0,10,"mañana",0
"8554","2017-08-16","7:10:00","SBGR","GLO","2017-08-16","7:12:00","SBGR","GLO",16,8,"Miercoles","Gol Trans","Sao Paulo",0,2,"mañana",0
"8555","2017-08-18","7:10:00","SBGR","GLO","2017-08-18","7:03:00","SBGR","GLO",18,8,"Viernes","Gol Trans","Sao Paulo",0,7,"mañana",0
"8556","2017-08-19","7:10:00","SBGR","GLO","2017-08-19","7:06:00","SBGR","GLO",19,8,"Sabado","Gol Trans","Sao Paulo",0,4,"mañana",0
"8557","2017-08-20","7:10:00","SBGR","GLO","2017-08-20","7:02:00","SBGR","GLO",20,8,"Domingo","Gol Trans","Sao Paulo",0,8,"mañana",0
"8558","2017-08-22","7:10:00","SBGR","GLO","2017-08-22","7:11:00","SBGR","GLO",22,8,"Martes","Gol Trans","Sao Paulo",0,1,"mañana",0
"8559","2017-08-23","7:10:00","SBGR","GLO","2017-08-23","7:06:00","SBGR","GLO",23,8,"Miercoles","Gol Trans","Sao Paulo",0,4,"mañana",0
"8560","2017-08-24","7:10:00","SBGR","GLO","2017-08-24","6:58:00","SBGR","GLO",24,8,"Jueves","Gol Trans","Sao Paulo",0,12,"mañana",0
"8561","2017-08-25","7:10:00","SBGR","GLO","2017-08-25","7:10:00","SBGR","GLO",25,8,"Viernes","Gol Trans","Sao Paulo",0,0,"mañana",0
"8562","2017-08-27","7:10:00","SBGR","GLO","2017-08-27","7:02:00","SBGR","GLO",27,8,"Domingo","Gol Trans","Sao Paulo",0,8,"mañana",0
"8563","2017-08-28","7:10:00","SBGR","GLO","2017-08-28","7:04:00","SBGR","GLO",28,8,"Lunes","Gol Trans","Sao Paulo",0,6,"mañana",0
"8564","2017-08-29","7:10:00","SBGR","GLO","2017-08-29","7:11:00","SBGR","GLO",29,8,"Martes","Gol Trans","Sao Paulo",0,1,"mañana",0
"8565","2017-08-31","7:10:00","SBGR","GLO","2017-08-31","7:05:00","SBGR","GLO",31,8,"Jueves","Gol Trans","Sao Paulo",0,5,"mañana",0
"8566","2017-08-01","14:20:00","SBGR","GLO","2017-08-01","15:25:00","SBGR","GLO",1,8,"Martes","Gol Trans","Sao Paulo",0,65,"tarde",1
"8567","2017-08-02","14:20:00","SBGR","GLO","2017-08-02","14:51:00","SBGR","GLO",2,8,"Miercoles","Gol Trans","Sao Paulo",0,31,"tarde",1
"8568","2017-08-03","14:20:00","SBGR","GLO","2017-08-03","14:50:00","SBGR","GLO",3,8,"Jueves","Gol Trans","Sao Paulo",0,30,"tarde",1
"8569","2017-08-04","14:20:00","SBGR","GLO","2017-08-04","15:11:00","SBGR","GLO",4,8,"Viernes","Gol Trans","Sao Paulo",0,51,"tarde",1
"8570","2017-08-05","14:20:00","SBGR","GLO","2017-08-05","15:05:00","SBGR","GLO",5,8,"Sabado","Gol Trans","Sao Paulo",0,45,"tarde",1
"8571","2017-08-06","14:20:00","SBGR","GLO","2017-08-06","14:51:00","SBGR","GLO",6,8,"Domingo","Gol Trans","Sao Paulo",0,31,"tarde",1
"8572","2017-08-07","14:20:00","SBGR","GLO","2017-08-07","14:55:00","SBGR","GLO",7,8,"Lunes","Gol Trans","Sao Paulo",0,35,"tarde",1
"8573","2017-08-08","14:20:00","SBGR","GLO","2017-08-08","14:57:00","SBGR","GLO",8,8,"Martes","Gol Trans","Sao Paulo",0,37,"tarde",1
"8574","2017-08-09","14:20:00","SBGR","GLO","2017-08-09","14:40:00","SBGR","GLO",9,8,"Miercoles","Gol Trans","Sao Paulo",0,20,"tarde",1
"8575","2017-08-11","14:20:00","SBGR","GLO","2017-08-11","14:41:00","SBGR","GLO",11,8,"Viernes","Gol Trans","Sao Paulo",0,21,"tarde",1
"8576","2017-08-12","14:20:00","SBGR","GLO","2017-08-12","14:49:00","SBGR","GLO",12,8,"Sabado","Gol Trans","Sao Paulo",0,29,"tarde",1
"8577","2017-08-13","15:20:00","SBGR","GLO","2017-08-13","15:56:00","SBGR","GLO",13,8,"Domingo","Gol Trans","Sao Paulo",0,36,"tarde",1
"8578","2017-08-14","15:20:00","SBGR","GLO","2017-08-14","16:08:00","SBGR","GLO",14,8,"Lunes","Gol Trans","Sao Paulo",0,48,"tarde",1
"8579","2017-08-15","15:20:00","SBGR","GLO","2017-08-15","15:30:00","SBGR","GLO",15,8,"Martes","Gol Trans","Sao Paulo",0,10,"tarde",0
"8580","2017-08-16","15:20:00","SBGR","GLO","2017-08-16","17:04:00","SBGR","GLO",16,8,"Miercoles","Gol Trans","Sao Paulo",0,104,"tarde",1
"8581","2017-08-17","15:20:00","SBGR","GLO","2017-08-17","16:05:00","SBGR","GLO",17,8,"Jueves","Gol Trans","Sao Paulo",0,45,"tarde",1
"8582","2017-08-18","15:20:00","SBGR","GLO","2017-08-18","16:48:00","SBGR","GLO",18,8,"Viernes","Gol Trans","Sao Paulo",0,88,"tarde",1
"8583","2017-08-19","15:20:00","SBGR","GLO","2017-08-19","15:55:00","SBGR","GLO",19,8,"Sabado","Gol Trans","Sao Paulo",0,35,"tarde",1
"8584","2017-08-20","15:20:00","SBGR","GLO","2017-08-20","15:55:00","SBGR","GLO",20,8,"Domingo","Gol Trans","Sao Paulo",0,35,"tarde",1
"8585","2017-08-21","15:20:00","SBGR","GLO","2017-08-21","15:49:00","SBGR","GLO",21,8,"Lunes","Gol Trans","Sao Paulo",0,29,"tarde",1
"8586","2017-08-22","15:20:00","SBGR","GLO","2017-08-22","16:38:00","SBGR","GLO",22,8,"Martes","Gol Trans","Sao Paulo",0,78,"tarde",1
"8587","2017-08-23","15:20:00","SBGR","GLO","2017-08-23","15:27:00","SBGR","GLO",23,8,"Miercoles","Gol Trans","Sao Paulo",0,7,"tarde",0
"8588","2017-08-24","15:20:00","SBGR","GLO","2017-08-24","15:48:00","SBGR","GLO",24,8,"Jueves","Gol Trans","Sao Paulo",0,28,"tarde",1
"8589","2017-08-25","15:20:00","SBGR","GLO","2017-08-25","15:44:00","SBGR","GLO",25,8,"Viernes","Gol Trans","Sao Paulo",0,24,"tarde",1
"8590","2017-08-26","15:20:00","SBGR","GLO","2017-08-26","15:53:00","SBGR","GLO",26,8,"Sabado","Gol Trans","Sao Paulo",0,33,"tarde",1
"8591","2017-08-27","15:20:00","SBGR","GLO","2017-08-27","15:42:00","SBGR","GLO",27,8,"Domingo","Gol Trans","Sao Paulo",0,22,"tarde",1
"8592","2017-08-28","15:20:00","SBGR","GLO","2017-08-28","16:24:00","SBGR","GLO",28,8,"Lunes","Gol Trans","Sao Paulo",0,64,"tarde",1
"8593","2017-08-29","15:20:00","SBGR","GLO","2017-08-29","15:49:00","SBGR","GLO",29,8,"Martes","Gol Trans","Sao Paulo",0,29,"tarde",1
"8594","2017-08-30","15:20:00","SBGR","GLO","2017-08-30","15:44:00","SBGR","GLO",30,8,"Miercoles","Gol Trans","Sao Paulo",0,24,"tarde",1
"8595","2017-08-31","15:20:00","SBGR","GLO","2017-08-31","16:07:00","SBGR","GLO",31,8,"Jueves","Gol Trans","Sao Paulo",0,47,"tarde",1
"8596","2017-08-02","14:30:00","SBGL","GLO","2017-08-02","14:28:00","SBGL","GLO",2,8,"Miercoles","Gol Trans","Rio de Janeiro",0,2,"tarde",0
"8597","2017-08-04","14:30:00","SBGL","GLO","2017-08-04","14:29:00","SBGL","GLO",4,8,"Viernes","Gol Trans","Rio de Janeiro",0,1,"tarde",0
"8598","2017-08-06","14:30:00","SBGL","GLO","2017-08-06","14:24:00","SBGL","GLO",6,8,"Domingo","Gol Trans","Rio de Janeiro",0,6,"tarde",0
"8599","2017-08-07","14:30:00","SBGL","GLO","2017-08-07","14:29:00","SBGL","GLO",7,8,"Lunes","Gol Trans","Rio de Janeiro",0,1,"tarde",0
"8600","2017-08-09","14:30:00","SBGL","GLO","2017-08-09","14:27:00","SBGL","GLO",9,8,"Miercoles","Gol Trans","Rio de Janeiro",0,3,"tarde",0
"8601","2017-08-11","14:30:00","SBGL","GLO","2017-08-11","14:51:00","SBGL","GLO",11,8,"Viernes","Gol Trans","Rio de Janeiro",0,21,"tarde",1
"8602","2017-08-13","15:30:00","SBGL","GLO","2017-08-13","15:22:00","SBGL","GLO",13,8,"Domingo","Gol Trans","Rio de Janeiro",0,8,"tarde",0
"8603","2017-08-14","15:30:00","SBGL","GLO","2017-08-14","15:24:00","SBGL","GLO",14,8,"Lunes","Gol Trans","Rio de Janeiro",0,6,"tarde",0
"8604","2017-08-16","15:30:00","SBGL","GLO","2017-08-16","15:22:00","SBGL","GLO",16,8,"Miercoles","Gol Trans","Rio de Janeiro",0,8,"tarde",0
"8605","2017-08-18","15:30:00","SBGL","GLO","2017-08-18","15:20:00","SBGL","GLO",18,8,"Viernes","Gol Trans","Rio de Janeiro",0,10,"tarde",0
